,weather,base,dt,timezone,id,name,cod,Lon,Lat,main.temp,main.feels_like,main.temp_min,Max Temp,main.pressure,Humidity,main.sea_level,main.grnd_level,Wind Speed,wind.deg,Cloud Cover,sys.country,sys.sunrise,sys.sunset,message,visibility,sys.type,sys.id,wind.gust,rain.1h,snow.1h
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885326.0,10800.0,60019.0,Eyl,200,49.82,7.98,83.8,89.19,83.8,83.8,1011.0,71.0,1011.0,1007.0,7.18,132.0,0.0,SO,1588904625.0,1588949439.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885537.0,-21600.0,5606000.0,Rupert,200,-113.68,42.62,55.4,46.26,55.4,55.4,1027.0,22.0,,,6.93,250.0,1.0,US,1588854049.0,1588905698.0,,16093.0,1.0,3536.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885537.0,25200.0,1638775.0,Payo,200,103.64,-3.75,73.63,80.96,73.63,73.63,1008.0,94.0,1008.0,998.0,2.19,184.0,98.0,ID,1588892585.0,1588935647.0,,,,,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,1588885537.0,-10800.0,3452483.0,Prado,200,-39.22,-17.34,75.11,78.58,75.11,75.11,1014.0,92.0,1014.0,1013.0,9.82,169.0,89.0,BR,1588841497.0,1588882510.0,,,,,,1.66,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588885537.0,-21600.0,6089245.0,Norman Wells,200,-126.83,65.28,39.2,28.47,39.2,39.2,1034.0,60.0,,,11.41,250.0,20.0,CA,1588850730.0,1588915329.0,,48279.0,1.0,951.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885208.0,14400.0,1106677.0,Bambous Virieux,200,57.76,-20.34,73.69,79.63,73.4,73.99,1015.0,94.0,,,4.7,320.0,40.0,MU,1588904881.0,1588945372.0,,10000.0,1.0,2061.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885538.0,10800.0,339629.0,Deder,200,41.45,9.32,57.67,58.35,57.67,57.67,1013.0,94.0,1013.0,783.0,2.08,169.0,62.0,ET,1588906531.0,1588951551.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885538.0,3600.0,2738381.0,Lata,200,-8.33,40.16,63.39,65.07,62.01,64.99,1012.0,80.0,,,1.01,296.0,68.0,PT,1588829131.0,1588880050.0,,,3.0,2001739.0,7.0,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885265.0,7200.0,3085941.0,Sierpc,200,19.67,52.86,45.05,41.14,45.05,45.05,1020.0,79.0,1020.0,1007.0,2.62,40.0,29.0,PL,1588820205.0,1588875536.0,,,,,,,
0,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}]",stations,1588885539.0,10800.0,316634.0,Dinar,200,30.17,38.06,51.8,47.46,51.8,51.8,1015.0,87.0,,,6.93,270.0,75.0,TR,1588906510.0,1588956986.0,,10000.0,1.0,7012.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885539.0,-10800.0,3428068.0,San Vicente,200,-54.13,-26.62,53.1,49.19,53.1,53.1,1022.0,62.0,1022.0,955.0,3.15,147.0,6.0,AR,1588845860.0,1588885304.0,,,,,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885540.0,7200.0,964406.0,Port Shepstone,200,30.45,-30.74,63.9,63.73,63.9,63.9,1024.0,83.0,1024.0,1016.0,5.21,327.0,43.0,ZA,1588825939.0,1588864628.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885540.0,-14400.0,6316343.0,Alta Floresta,200,-56.09,-9.88,82.4,88.48,82.4,82.4,1014.0,74.0,,,5.82,190.0,40.0,BR,1588844972.0,1588887132.0,,10000.0,1.0,8308.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885541.0,16200.0,1147540.0,Baghlan,200,68.71,36.13,74.03,70.32,74.03,74.03,1013.0,44.0,1013.0,953.0,7.09,171.0,95.0,AF,1588897506.0,1588947491.0,,,,,,0.18,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885541.0,43200.0,2194098.0,Ahipara,200,173.17,-35.17,61.27,58.84,61.27,61.27,1024.0,79.0,1024.0,1022.0,6.91,226.0,38.0,NZ,1588878570.0,1588916288.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885541.0,-14400.0,3576994.0,Cockburn Town,200,-71.14,21.46,84.2,90.64,84.2,84.2,1014.0,74.0,,,6.93,180.0,40.0,TC,1588846182.0,1588893146.0,,10000.0,1.0,7041.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885344.0,16200.0,116402.0,Semnan,200,53.4,35.57,64.13,59.16,64.13,64.13,1009.0,35.0,1009.0,885.0,3.58,273.0,0.0,IR,1588901245.0,1588951101.0,,,,,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885542.0,3600.0,218680.0,Boende,200,20.87,-0.22,71.89,77.99,71.89,71.89,1011.0,97.0,1011.0,972.0,3.62,82.0,100.0,CD,1588825790.0,1588869375.0,,,,,,0.35,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885542.0,7200.0,778707.0,Mehamn,200,27.85,71.04,39.2,29.43,39.2,39.2,1000.0,80.0,,,11.41,280.0,75.0,NO,1588807802.0,1588884013.0,,10000.0,1.0,1638.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",stations,1588885543.0,7200.0,3137469.0,Sørland,200,12.69,67.67,32.0,25.12,32.0,32.0,1010.0,82.0,,,4.7,220.0,40.0,NO,1588815620.0,1588883472.0,,10000.0,1.0,1642.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885543.0,-25200.0,5969025.0,Haines Junction,200,-137.51,60.75,49.59,42.31,49.59,49.59,1030.0,48.0,1030.0,960.0,6.24,182.0,68.0,CA,1588855509.0,1588915676.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885543.0,7200.0,3067953.0,Pohořelice,200,16.52,48.98,48.42,40.59,45.0,51.8,1022.0,57.0,,,8.05,60.0,0.0,CZ,1588821770.0,1588875482.0,,10000.0,1.0,6851.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885544.0,-14400.0,3444199.0,Puerto Suárez,200,-57.8,-18.95,69.8,62.26,69.8,69.8,1019.0,37.0,,,10.29,220.0,99.0,BO,1588846086.0,1588886839.0,,10000.0,1.0,8335.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885463.0,0.0,3372783.0,Ponta Delgada,200,-25.67,37.73,62.6,57.0,62.6,62.6,1013.0,82.0,,,13.87,270.0,40.0,PT,1588833604.0,1588883899.0,,10000.0,1.0,6899.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885266.0,20700.0,1283285.0,Jumla,200,82.18,29.27,40.28,33.93,40.28,40.28,1018.0,67.0,1018.0,770.0,4.47,76.0,11.0,NP,1588895032.0,1588943500.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885544.0,-7200.0,3418910.0,Upernavik,200,-56.15,72.79,20.07,9.75,20.07,20.07,1032.0,91.0,1032.0,1032.0,9.08,10.0,34.0,GL,0.0,0.0,,,,,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885545.0,-10800.0,3466980.0,Caravelas,200,-39.25,-17.71,73.98,73.13,73.98,73.98,1015.0,90.0,1015.0,1014.0,15.84,173.0,63.0,BR,1588841534.0,1588882488.0,,,,,,0.41,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885248.0,0.0,2297810.0,Mumford,200,-0.76,5.26,82.04,88.02,82.04,82.04,1010.0,85.0,1010.0,1008.0,9.98,225.0,93.0,GH,1588830578.0,1588874969.0,,,,,,0.59,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885545.0,7200.0,3357804.0,Eenhana,200,16.33,-17.47,61.41,54.59,61.41,61.41,1018.0,37.0,1018.0,894.0,6.58,92.0,0.0,NA,1588828172.0,1588869172.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885545.0,10800.0,519630.0,Novaya Ladoga,200,32.3,60.1,42.01,33.46,42.01,42.01,1004.0,55.0,,,7.65,295.0,85.0,RU,1588901323.0,1588961150.0,,,3.0,199143.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885546.0,28800.0,2035002.0,Shangzhi,200,127.97,45.22,57.06,49.96,57.06,57.06,1011.0,60.0,1011.0,989.0,9.84,222.0,100.0,CN,1588882025.0,1588934529.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885546.0,3600.0,236950.0,Obo,200,26.49,5.4,70.09,76.44,70.09,70.09,1011.0,97.0,1011.0,939.0,1.54,151.0,96.0,CF,1588824029.0,1588868439.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885546.0,25200.0,1562693.0,Vinh Long,200,105.97,10.25,78.8,90.0,78.8,78.8,1007.0,100.0,,,2.68,152.0,20.0,VN,1588890977.0,1588936136.0,,10000.0,1.0,9305.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885251.0,10800.0,110690.0,Faya,200,42.45,18.39,70.7,74.66,69.8,71.6,1025.0,77.0,,,0.94,92.0,20.0,SA,1588905564.0,1588952038.0,,10000.0,1.0,7396.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,1588885547.0,32400.0,2013392.0,Vilyuysk,200,121.62,63.76,20.19,5.94,20.19,20.19,1001.0,95.0,1001.0,988.0,16.28,340.0,100.0,RU,1588878302.0,1588941299.0,,,,,,,0.24
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885547.0,32400.0,2025630.0,Chara,200,118.26,56.91,31.55,26.22,31.55,31.55,1009.0,86.0,1009.0,924.0,2.1,239.0,0.0,RU,1588881797.0,1588939417.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885547.0,-14400.0,3892454.0,Diego de Almagro,200,-70.05,-26.37,79.48,72.79,79.48,79.48,1016.0,23.0,1016.0,914.0,7.4,284.0,0.0,CL,1588849659.0,1588889146.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885548.0,3600.0,2264557.0,Ponta do Sol,200,-17.1,32.67,60.89,58.19,57.0,64.4,1018.0,72.0,,,5.82,330.0,20.0,PT,1588832136.0,1588881254.0,,10000.0,1.0,6894.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885525.0,7200.0,3369157.0,Cape Town,200,18.42,-33.93,62.19,57.07,60.01,64.99,1020.0,93.0,,,14.99,220.0,20.0,ZA,1588829150.0,1588867191.0,,10000.0,1.0,1899.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885209.0,-21600.0,5882953.0,Aklavik,200,-135.01,68.22,30.2,20.75,30.2,30.2,1035.0,68.0,,,8.05,70.0,5.0,CA,1588850453.0,1588919532.0,,24140.0,1.0,796.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885548.0,7200.0,212730.0,Kisangani,200,25.2,0.52,68.07,73.8,68.07,68.07,1010.0,98.0,1010.0,964.0,1.23,250.0,100.0,CD,1588824697.0,1588868390.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885549.0,-14400.0,3904906.0,Santa Cruz de la Sierra,200,-63.17,-17.8,73.4,65.61,73.4,73.4,1020.0,35.0,,,11.41,140.0,100.0,BO,1588847283.0,1588888220.0,,10000.0,1.0,8616.0,23.04,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,1588885489.0,-18000.0,3674676.0,Mitú,200,-70.17,1.2,81.05,92.75,81.05,81.05,1009.0,93.0,1009.0,987.0,1.81,137.0,69.0,CO,1588847535.0,1588891328.0,,,,,,1.14,
0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,1588885549.0,7200.0,6453319.0,Harstad,200,16.53,68.8,33.8,29.05,33.8,33.8,1009.0,95.0,,,2.24,,99.0,NO,1588813643.0,1588883605.0,,10000.0,1.0,1614.0,,,0.17
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588885549.0,-14400.0,4787534.0,Sterling,200,-77.43,39.01,66.25,55.76,64.0,68.0,1011.0,24.0,,,11.41,300.0,20.0,US,1588845855.0,1588896493.0,,16093.0,1.0,4481.0,23.04,,
0,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,1588885549.0,0.0,2420883.0,Fria,200,-13.58,10.42,78.24,85.33,78.24,78.24,1012.0,86.0,1012.0,984.0,4.45,28.0,90.0,GN,1588833267.0,1588878434.0,,,,,,5.93,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885550.0,19800.0,1273765.0,Dābhol,200,73.17,17.6,76.14,84.02,76.14,76.14,1009.0,89.0,1009.0,992.0,2.04,359.0,55.0,IN,1588898259.0,1588944597.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885550.0,7200.0,2614553.0,Rønne,200,14.71,55.1,48.2,41.54,48.2,48.2,1018.0,93.0,,,10.29,250.0,0.0,DK,1588820844.0,1588877278.0,,10000.0,1.0,1587.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885550.0,7200.0,210379.0,Lusambo,200,23.45,-4.97,73.63,79.34,73.63,73.63,1010.0,84.0,1010.0,960.0,2.1,139.0,8.0,CD,1588825518.0,1588868408.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885551.0,10800.0,490065.0,Sovetskaya,200,41.17,44.78,55.0,45.86,55.0,55.0,1010.0,10.0,,,5.01,110.0,87.0,RU,1588902909.0,1588955307.0,,,3.0,2013460.0,5.01,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885551.0,7200.0,3038634.0,Agen,200,0.63,44.2,68.72,64.31,64.99,71.01,1016.0,56.0,,,9.17,130.0,100.0,FR,1588826399.0,1588878481.0,,10000.0,1.0,6455.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885551.0,28800.0,2033242.0,Yushu,200,126.53,44.8,60.15,50.94,60.15,60.15,1011.0,49.0,1011.0,986.0,12.73,218.0,100.0,CN,1588882438.0,1588934806.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885551.0,-10800.0,3384937.0,Miracema do Tocantins,200,-48.4,-9.56,77.63,84.96,77.63,77.63,1011.0,87.0,1011.0,988.0,3.8,205.0,97.0,BR,1588843103.0,1588885311.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885552.0,-14400.0,3572189.0,High Rock,200,-78.28,26.62,78.8,74.05,78.8,78.8,1017.0,61.0,,,17.22,340.0,75.0,BS,1588847426.0,1588895330.0,,10000.0,1.0,7260.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885552.0,23400.0,1314759.0,Lashio,200,97.75,22.93,66.13,67.12,66.13,66.13,1007.0,70.0,1007.0,912.0,1.61,14.0,0.0,MM,1588891901.0,1588939157.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885552.0,3600.0,2636790.0,Stornoway,200,-6.39,58.21,51.89,49.37,51.8,52.0,1017.0,76.0,,,2.24,20.0,93.0,GB,1588824998.0,1588883251.0,,10000.0,1.0,1450.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885553.0,7200.0,88533.0,Awjilah,200,21.29,29.11,78.44,71.67,78.44,78.44,1012.0,15.0,1012.0,1006.0,4.47,251.0,62.0,LY,1588823298.0,1588871665.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885553.0,7200.0,210939.0,Luebo,200,21.42,-5.35,74.44,78.53,74.44,74.44,1010.0,76.0,1010.0,955.0,3.22,138.0,0.0,CD,1588826033.0,1588868868.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885553.0,0.0,2527087.0,Tiznit Province,200,-9.5,29.58,62.17,60.87,62.17,62.17,1015.0,79.0,1015.0,951.0,5.39,336.0,41.0,MA,1588830637.0,1588879105.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885553.0,19800.0,1258290.0,Rāyadrug,200,76.87,14.7,82.24,83.44,82.24,82.24,1008.0,60.0,1008.0,948.0,8.79,299.0,99.0,IN,1588897609.0,1588943472.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885325.0,3600.0,2641434.0,Northam,200,-4.22,51.03,53.96,53.13,52.0,55.0,1020.0,89.0,,,1.99,193.0,71.0,GB,1588826334.0,1588880874.0,,,3.0,2005965.0,3.0,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885554.0,28800.0,1529484.0,Kumul,200,93.45,42.8,53.4,45.1,53.4,53.4,1021.0,35.0,1021.0,935.0,7.07,144.0,0.0,CN,1588890680.0,1588942442.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885554.0,34200.0,2063039.0,Port Keats,200,129.55,-14.25,68.14,64.47,68.14,68.14,1012.0,54.0,1012.0,1010.0,7.07,83.0,0.0,AU,1588887158.0,1588928637.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885554.0,-18000.0,3691954.0,Sechura,200,-80.82,-5.56,82.08,78.55,82.08,82.08,1009.0,53.0,1009.0,1008.0,14.32,215.0,1.0,PE,1588850587.0,1588893387.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588885555.0,-14400.0,3374083.0,Bathsheba,200,-59.52,13.22,84.2,80.31,84.2,84.2,1014.0,66.0,,,21.92,100.0,20.0,BB,1588844073.0,1588889678.0,,10000.0,1.0,8772.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885555.0,28800.0,1789065.0,Ankang,200,109.02,32.68,63.82,67.21,63.82,63.82,1007.0,90.0,1007.0,972.0,0.36,48.0,100.0,CN,1588888234.0,1588937415.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885555.0,-7200.0,3421719.0,Narsaq,200,-46.05,60.92,50.0,43.05,50.0,50.0,1020.0,57.0,,,6.93,230.0,75.0,GL,1588833532.0,1588893753.0,,10000.0,1.0,47.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885555.0,-10800.0,3466165.0,Cidreira,200,-50.21,-30.18,59.36,54.9,59.36,59.36,1023.0,81.0,1023.0,1022.0,9.86,247.0,71.0,BR,1588845252.0,1588884031.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885556.0,23400.0,1295765.0,Sittwe,200,92.9,20.15,80.46,80.87,80.46,80.46,1006.0,67.0,1006.0,1006.0,11.48,330.0,0.0,MM,1588893310.0,1588940077.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885295.0,-10800.0,3835869.0,Santiago del Estero,200,-64.26,-27.8,65.44,60.04,65.44,65.44,1020.0,45.0,1020.0,998.0,6.93,39.0,0.0,AR,1588848400.0,1588887626.0,,,,,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,1588885556.0,39600.0,2178753.0,Kirakira,200,161.92,-10.45,80.08,86.04,80.08,80.08,1011.0,82.0,1011.0,1011.0,6.87,161.0,37.0,SB,1588879097.0,1588921161.0,,,,,,1.01,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885557.0,10800.0,878054.0,Masuguru,200,38.42,-11.37,71.85,75.79,71.85,71.85,1016.0,87.0,1016.0,997.0,4.63,150.0,54.0,TZ,1588908811.0,1588950725.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885557.0,-14400.0,5983720.0,Iqaluit,200,-68.51,63.75,30.09,15.76,30.0,30.2,1028.0,58.0,,,16.11,50.0,40.0,CA,1588837631.0,1588900435.0,,48279.0,1.0,797.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885356.0,-14400.0,4946620.0,Palmer,200,-72.33,42.16,62.42,52.0,59.0,64.99,1004.0,17.0,,,9.17,310.0,75.0,US,1588844200.0,1588895700.0,,16093.0,1.0,3598.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885557.0,-18000.0,4861719.0,Indianola,200,-93.56,41.36,62.44,56.7,62.01,63.0,1016.0,36.0,,,4.7,320.0,90.0,US,1588849405.0,1588900685.0,,16093.0,1.0,3863.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885557.0,28800.0,2068110.0,Kununurra,200,128.73,-15.77,60.8,61.09,60.8,60.8,1012.0,87.0,,,3.36,140.0,0.0,AU,1588887474.0,1588928714.0,,10000.0,1.0,9587.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885558.0,-36000.0,5847411.0,Kahului,200,-156.47,20.89,76.15,72.9,71.01,80.6,1019.0,61.0,,,12.75,20.0,40.0,US,1588866704.0,1588913582.0,,16093.0,1.0,7879.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885558.0,-10800.0,3448903.0,São João da Barra,200,-41.05,-21.64,68.9,67.14,68.0,69.8,1018.0,83.0,,,11.41,200.0,75.0,BR,1588842286.0,1588882599.0,,10000.0,1.0,8337.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885270.0,-28800.0,5861897.0,Fairbanks,200,-147.72,64.84,62.73,55.78,60.8,64.99,1025.0,36.0,,,6.93,170.0,1.0,US,1588855995.0,1588920090.0,,11265.0,1.0,7684.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885559.0,0.0,3372964.0,Lagoa,200,-27.98,39.05,62.26,53.8,62.26,62.26,1012.0,83.0,1012.0,1007.0,18.95,290.0,31.0,PT,1588833990.0,1588884622.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885559.0,-25200.0,5354943.0,Half Moon Bay,200,-122.43,37.46,80.58,73.27,69.01,87.01,1015.0,18.0,,,6.93,300.0,5.0,US,1588856844.0,1588907103.0,,16093.0,1.0,5903.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885559.0,25200.0,1510916.0,Barabinsk,200,78.36,55.36,55.42,53.91,55.42,55.42,1024.0,78.0,1024.0,1009.0,2.21,150.0,5.0,RU,1588891800.0,1588948565.0,,,,,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,1588885559.0,3600.0,2396853.0,Omboué,200,9.26,-1.57,79.72,88.0,79.72,79.72,1011.0,90.0,1011.0,1010.0,5.3,212.0,100.0,GA,1588828675.0,1588872062.0,,,,,,1.11,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588885560.0,-25200.0,3984997.0,San Quintín,200,-115.95,30.48,74.97,71.62,74.97,74.97,1011.0,46.0,1011.0,1010.0,7.49,258.0,22.0,MX,1588856079.0,1588904757.0,,,,,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,1588885560.0,-10800.0,6111867.0,Port Hawkesbury,200,-61.35,45.62,33.93,22.71,33.8,34.0,998.0,97.0,,,13.87,40.0,90.0,CA,1588841034.0,1588893595.0,,4828.0,1.0,876.0,19.46,0.51,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885560.0,-25200.0,5509851.0,Pahrump,200,-115.98,36.21,93.0,86.56,93.0,93.0,1021.0,6.0,,,1.99,90.0,0.0,US,1588855449.0,1588905401.0,,,3.0,2008284.0,11.99,,
