,weather,base,dt,timezone,id,name,cod,Lon,Lat,main.temp,main.feels_like,main.temp_min,Max Temp,main.pressure,Humidity,main.sea_level,main.grnd_level,Wind Speed,wind.deg,Cloud Cover,sys.country,sys.sunrise,sys.sunset,message,visibility,sys.type,sys.id,wind.gust,rain.1h,snow.1h
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885513.0,0.0,2561668.0,Santa Cruz,200,-9.6,30.42,66.2,63.25,66.2,66.2,1014.0,82.0,,,11.41,210.0,0.0,MA,1588830575.0,1588879215.0,,10000.0,1.0,2393.0,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,1588885513.0,18000.0,1337607.0,Kudahuvadhoo,200,72.89,2.67,84.61,87.71,84.61,84.61,1009.0,75.0,1009.0,1008.0,13.71,267.0,6.0,MV,1588899489.0,1588943502.0,,,,,,1.16,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885513.0,43200.0,2122090.0,Pevek,200,170.31,69.7,27.05,18.9,27.05,27.05,1020.0,91.0,1020.0,1015.0,6.46,170.0,4.0,RU,1588861875.0,1588934355.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885455.0,28800.0,1735106.0,George Town,200,100.34,5.41,79.25,91.62,78.01,80.6,1007.0,100.0,,,1.12,,20.0,MY,1588892696.0,1588937119.0,,8000.0,1.0,9429.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885513.0,28800.0,1799384.0,Ninghai,200,121.42,29.29,69.33,72.82,66.99,72.0,981.0,97.0,,,5.99,180.0,100.0,CN,1588885617.0,1588934080.0,,,3.0,2017325.0,8.99,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885514.0,-36000.0,5848280.0,Kapaa,200,-159.32,22.08,76.42,71.6,75.99,77.0,1020.0,69.0,,,18.34,30.0,75.0,US,1588867283.0,1588914370.0,,16093.0,1.0,7873.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885514.0,-10800.0,3443061.0,Chui,200,-53.46,-33.7,56.98,52.83,56.98,56.98,1024.0,65.0,1024.0,1022.0,5.46,271.0,99.0,UY,1588846386.0,1588884456.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885514.0,-14400.0,5192029.0,Greensburg,200,-79.54,40.3,61.95,48.07,61.0,62.6,1010.0,27.0,,,17.22,240.0,75.0,US,1588846189.0,1588897171.0,,16093.0,1.0,4675.0,28.86,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885515.0,0.0,2417795.0,Mandiana,200,-8.68,10.63,86.5,89.24,86.5,86.5,1009.0,49.0,1009.0,969.0,4.56,222.0,96.0,GN,1588832075.0,1588877274.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885515.0,7200.0,780687.0,Berlevåg,200,29.09,70.86,35.6,26.33,35.6,35.6,998.0,89.0,,,10.29,290.0,75.0,NO,1588807852.0,1588883368.0,,10000.0,1.0,1618.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885286.0,-3600.0,3374333.0,Praia,200,-23.51,14.92,75.2,69.85,75.2,75.2,1013.0,69.0,,,18.34,10.0,75.0,CV,1588835298.0,1588881168.0,,10000.0,1.0,2462.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885515.0,-10800.0,3471451.0,Arraial do Cabo,200,-42.03,-22.97,67.23,66.56,66.2,68.0,1018.0,82.0,,,8.05,250.0,75.0,BR,1588842634.0,1588882722.0,,10000.0,1.0,8326.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885516.0,7200.0,714736.0,Tiszanagyfalu,200,21.48,48.1,50.59,45.75,50.0,51.8,1020.0,57.0,,,3.36,,65.0,HU,1588820745.0,1588874127.0,,10000.0,1.0,7049.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885443.0,3600.0,2392087.0,Porto-Novo,200,2.6,6.5,84.2,90.27,84.2,84.2,1009.0,83.0,,,11.41,210.0,40.0,BJ,1588829680.0,1588874254.0,,10000.0,1.0,1119.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885516.0,28800.0,1279945.0,Jiuquan,200,98.52,39.74,49.26,40.75,49.26,49.26,1021.0,50.0,1021.0,858.0,8.63,238.0,97.0,CN,1588889897.0,1588940791.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885218.0,25200.0,1507390.0,Dikson,200,80.55,73.51,12.69,1.44,12.69,12.69,1015.0,93.0,1015.0,1009.0,9.84,142.0,100.0,RU,0.0,0.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885517.0,25200.0,2022572.0,Khatanga,200,102.5,71.97,2.66,-9.67,2.66,2.66,1025.0,92.0,1025.0,1022.0,10.78,65.0,0.0,RU,1588872374.0,1588956405.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885517.0,32400.0,2112802.0,Hasaki,200,140.83,35.73,47.73,46.13,42.8,50.0,1022.0,93.0,,,1.12,,75.0,JP,1588880256.0,1588930124.0,,10000.0,1.0,7955.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885517.0,-14400.0,3893726.0,Constitución,200,-72.42,-35.33,64.56,59.92,64.56,64.56,1014.0,46.0,1014.0,1011.0,5.5,227.0,93.0,CL,1588851114.0,1588888829.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885517.0,0.0,2304548.0,Anloga,200,0.9,5.79,84.2,90.27,84.2,84.2,1010.0,83.0,,,11.41,210.0,40.0,GH,1588830141.0,1588874609.0,,10000.0,1.0,1218.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885518.0,0.0,2252606.0,Bakel,200,-12.46,14.9,96.17,90.23,96.17,96.17,1005.0,13.0,1005.0,1001.0,5.73,194.0,6.0,SN,1588832649.0,1588878514.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885518.0,7200.0,964420.0,Port Elizabeth,200,25.57,-33.92,60.8,61.74,60.8,60.8,1019.0,93.0,,,3.36,310.0,100.0,ZA,1588827432.0,1588865477.0,,10000.0,1.0,1973.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885518.0,19800.0,1244926.0,Hambantota,200,81.12,6.12,81.55,85.23,81.55,81.55,1008.0,80.0,1008.0,1008.0,11.63,248.0,100.0,LK,1588897255.0,1588941785.0,,,,,,0.78,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885518.0,36000.0,2171099.0,Codrington,200,141.97,-38.27,50.9,45.07,50.9,50.9,1010.0,94.0,1010.0,1009.0,10.13,336.0,2.0,AU,1588886416.0,1588923417.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885519.0,7200.0,3361934.0,Saldanha,200,17.94,-33.01,59.0,57.96,59.0,59.0,1018.0,87.0,,,4.7,220.0,100.0,ZA,1588829170.0,1588867401.0,,,1.0,1943.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588885327.0,-36000.0,4035715.0,Avarua,200,-159.78,-21.21,82.4,90.01,82.4,82.4,1018.0,78.0,,,4.7,290.0,15.0,CK,1588870754.0,1588911120.0,,10000.0,1.0,7271.0,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,1588885423.0,3600.0,2640351.0,Peterhead,200,-1.8,57.51,50.97,47.07,48.0,55.4,1016.0,87.0,,,5.82,260.0,75.0,GB,1588824118.0,1588881928.0,,4700.0,1.0,1440.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588885519.0,43200.0,2181625.0,Te Anau,200,167.72,-45.42,52.7,50.07,52.7,52.7,1017.0,86.0,1017.0,991.0,4.18,343.0,92.0,NZ,1588881188.0,1588916286.0,,,,,,0.17,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885232.0,-14400.0,3883457.0,Lebu,200,-73.65,-37.62,59.86,55.36,59.86,59.86,1015.0,76.0,1015.0,1005.0,9.26,186.0,100.0,CL,1588851667.0,1588888866.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885520.0,-18000.0,5954718.0,Flin Flon,200,-101.86,54.77,44.6,35.71,44.6,44.6,1029.0,16.0,,,4.7,40.0,40.0,CA,1588848868.0,1588905205.0,,24140.0,1.0,782.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885520.0,3600.0,2396518.0,Port-Gentil,200,8.78,-0.72,82.4,90.99,82.4,82.4,1010.0,88.0,,,6.93,200.0,40.0,GA,1588828728.0,1588872240.0,,10000.0,1.0,2188.0,,,
0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,1588885520.0,-18000.0,3699364.0,Bellavista,200,-76.59,-7.06,82.4,85.96,82.4,82.4,1012.0,74.0,,,10.29,140.0,40.0,PE,1588849683.0,1588892261.0,,10000.0,1.0,8692.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885520.0,-36000.0,4034551.0,Faanui,200,-151.75,-16.48,81.72,82.81,81.72,81.72,1016.0,74.0,1016.0,1007.0,14.03,76.0,29.0,PF,1588868442.0,1588909578.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588885521.0,-36000.0,5850554.0,Makakilo City,200,-158.09,21.35,77.2,76.48,73.99,80.6,1019.0,65.0,,,10.29,30.0,20.0,US,1588867052.0,1588914011.0,,16093.0,1.0,7866.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885521.0,43200.0,2126710.0,Beringovskiy,200,179.32,63.05,31.21,21.2,31.21,31.21,1016.0,98.0,1016.0,1014.0,11.1,84.0,100.0,RU,1588864843.0,1588927063.0,,,,,,,
0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,1588885521.0,-14400.0,6138501.0,Saint-Jérôme,200,-74.0,45.78,57.38,49.57,57.0,57.99,1001.0,28.0,,,5.82,330.0,75.0,CA,1588844041.0,1588896661.0,,72419.0,1.0,861.0,17.22,,
0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,1588885521.0,-28800.0,5866583.0,Saint Paul Harbor,200,-152.41,57.79,44.6,25.32,44.6,44.6,1013.0,81.0,,,29.97,30.0,90.0,US,1588860121.0,1588918216.0,,3219.0,1.0,7668.0,42.5,1.52,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885522.0,16200.0,1161724.0,Chabahar,200,60.64,25.29,85.15,86.59,85.15,85.15,1006.0,66.0,1006.0,1004.0,13.31,233.0,58.0,IR,1588900587.0,1588948283.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885502.0,-21600.0,6071618.0,Medicine Hat,200,-110.67,50.05,66.38,58.42,64.99,68.0,1024.0,24.0,,,6.93,70.0,75.0,CA,1588852054.0,1588906248.0,,48279.0,1.0,978.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588884985.0,14400.0,934322.0,Mahébourg,200,57.7,-20.41,73.4,79.2,73.4,73.4,1015.0,94.0,,,4.7,320.0,40.0,MU,1588904902.0,1588945380.0,,10000.0,1.0,2061.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885522.0,-14400.0,3492985.0,Santa Cruz de Barahona,200,-71.1,18.21,85.48,87.49,85.48,85.48,1014.0,62.0,1014.0,1011.0,10.83,126.0,3.0,DO,1588846449.0,1588892860.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885522.0,-25200.0,5295143.0,Fortuna Foothills,200,-114.41,32.66,103.15,94.6,100.4,105.01,1008.0,6.0,,,6.93,,1.0,US,1588855478.0,1588904619.0,,16093.0,1.0,5108.0,,,
0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,1588885523.0,43200.0,2120612.0,Tigil',200,158.67,57.8,33.28,26.44,33.28,33.28,1011.0,94.0,1011.0,1004.0,5.73,330.0,98.0,RU,1588871840.0,1588929977.0,,,,,,,0.16
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885211.0,7200.0,964432.0,Port Alfred,200,26.89,-33.59,63.0,65.82,63.0,63.0,1018.0,91.0,,,1.01,325.0,100.0,ZA,1588827081.0,1588865195.0,,,3.0,2011314.0,4.0,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885523.0,0.0,2449893.0,Tessalit,200,1.01,20.2,89.35,78.87,89.35,89.35,1009.0,11.0,1009.0,951.0,11.27,118.0,0.0,ML,1588828981.0,1588875717.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885210.0,14400.0,935215.0,Saint-Philippe,200,55.77,-21.36,71.91,72.99,64.99,75.2,1014.0,73.0,,,5.82,50.0,99.0,RE,1588905445.0,1588945764.0,,10000.0,1.0,2127.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885251.0,-10800.0,3397763.0,Jacareacanga,200,-57.75,-6.22,83.88,93.9,83.88,83.88,1009.0,78.0,1009.0,1000.0,1.92,216.0,30.0,BR,1588845099.0,1588887802.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885254.0,3600.0,2514651.0,Los Llanos de Aridane,200,-17.92,28.66,68.0,65.61,68.0,68.0,1018.0,72.0,,,9.17,30.0,20.0,ES,1588832748.0,1588881035.0,,10000.0,1.0,2377.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885524.0,-25200.0,5710360.0,Winnemucca,200,-117.74,40.97,66.2,52.63,66.2,66.2,1025.0,11.0,,,13.87,30.0,1.0,US,1588855258.0,1588906437.0,,16093.0,1.0,6249.0,21.92,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885525.0,36000.0,2147756.0,Swan Hill,200,143.55,-35.34,52.12,48.15,52.12,52.12,1015.0,81.0,1015.0,1006.0,5.61,318.0,0.0,AU,1588885701.0,1588923374.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885525.0,18000.0,566027.0,Dmitriyevka,200,55.33,54.75,50.0,45.45,50.0,50.0,1015.0,71.0,,,4.47,130.0,45.0,RU,1588897482.0,1588953937.0,,10000.0,1.0,9050.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885526.0,-14400.0,4255151.0,Bud,200,-86.18,39.45,63.23,48.88,62.6,64.0,1016.0,39.0,,,20.8,260.0,90.0,US,1588847895.0,1588898652.0,,16093.0,1.0,4345.0,31.09,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885527.0,18000.0,1486321.0,Yar-Sale,200,70.83,66.83,37.65,29.59,37.65,37.65,1008.0,99.0,1008.0,1008.0,9.51,196.0,100.0,RU,1588888517.0,1588955463.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885527.0,18000.0,1486468.0,Yalutorovsk,200,66.3,56.65,57.56,51.64,57.56,57.56,1021.0,47.0,1021.0,1013.0,5.73,203.0,0.0,RU,1588894326.0,1588951828.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885385.0,-14400.0,3899539.0,Antofagasta,200,-70.4,-23.65,64.4,60.21,64.4,64.4,1014.0,72.0,,,10.29,190.0,6.0,CL,1588849503.0,1588889470.0,,10000.0,1.0,8488.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885528.0,3600.0,2400547.0,Gamba,200,10.0,-2.65,78.67,86.94,78.67,78.67,1011.0,91.0,1011.0,1007.0,4.59,162.0,91.0,GA,1588828576.0,1588871806.0,,,,,,0.43,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885384.0,0.0,3412093.0,Vestmannaeyjar,200,-20.27,63.44,45.32,32.0,45.32,45.32,1016.0,75.0,1016.0,1015.0,19.01,300.0,26.0,IS,1588826237.0,1588888675.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885528.0,25200.0,1507679.0,Chulym,200,80.96,55.1,50.5,45.93,50.5,50.5,1024.0,77.0,1024.0,1008.0,5.48,126.0,54.0,RU,1588891247.0,1588947871.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885528.0,-7200.0,3421765.0,Nanortalik,200,-45.24,60.14,40.78,37.04,40.78,40.78,1020.0,79.0,1020.0,1019.0,1.05,46.0,85.0,GL,1588833639.0,1588893258.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885529.0,0.0,2294915.0,Takoradze,200,-1.76,4.88,81.61,88.65,81.61,81.61,1010.0,85.0,1010.0,1009.0,7.65,232.0,31.0,GH,1588830847.0,1588875180.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885529.0,18000.0,1493197.0,Salekhard,200,66.6,66.53,38.52,31.8,38.52,38.52,1006.0,99.0,1006.0,1005.0,7.38,214.0,100.0,RU,1588889755.0,1588956255.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885529.0,36000.0,2145554.0,Ulladulla,200,150.47,-35.35,53.44,50.52,46.0,59.0,1015.0,67.0,,,2.24,50.0,0.0,AU,1588884041.0,1588921713.0,,10000.0,1.0,9594.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885318.0,28800.0,6620339.0,Karratha,200,116.85,-20.74,71.6,74.53,71.6,71.6,1013.0,81.0,1013.0,1009.0,4.52,220.0,71.0,AU,1588890729.0,1588931161.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885530.0,-28800.0,5870133.0,Nome,200,-165.41,64.5,35.46,29.95,30.2,44.01,1025.0,86.0,,,3.36,210.0,1.0,US,1588860427.0,1588924150.0,,16093.0,1.0,7770.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885530.0,39600.0,2127060.0,Arman',200,150.17,59.7,35.08,27.95,35.08,35.08,1014.0,81.0,1014.0,1012.0,5.77,39.0,59.0,RU,1588873233.0,1588932665.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885473.0,34200.0,2156643.0,Mount Gambier,200,140.77,-37.83,51.8,46.67,51.8,51.8,1010.0,93.0,,,9.17,350.0,75.0,AU,1588886652.0,1588923757.0,,10000.0,1.0,9560.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885383.0,0.0,2409914.0,Bonthe,200,-12.51,7.53,80.2,89.31,80.2,80.2,1011.0,88.0,1011.0,1010.0,3.6,315.0,78.0,SL,1588833229.0,1588877958.0,,,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588885531.0,-18000.0,3981391.0,Tomatlán,200,-105.25,19.93,90.73,91.38,90.73,90.73,1011.0,43.0,1011.0,1002.0,8.32,230.0,0.0,MX,1588854497.0,1588901203.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885531.0,-3600.0,3374210.0,São Filipe,200,-24.5,14.9,73.92,75.13,73.92,73.92,1015.0,79.0,1015.0,1009.0,8.84,47.0,36.0,CV,1588835537.0,1588881404.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885531.0,28800.0,1726466.0,Basay,200,122.64,9.41,81.7,89.31,81.7,81.7,1008.0,78.0,1008.0,1007.0,3.98,93.0,87.0,PH,1588887042.0,1588932070.0,,,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588885532.0,7200.0,347634.0,Ţahţā,200,31.5,26.77,79.83,70.14,77.0,82.4,1009.0,13.0,,,9.17,320.0,12.0,EG,1588821077.0,1588868986.0,,10000.0,1.0,2548.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885532.0,32400.0,1863997.0,Fukuechō,200,128.84,32.69,65.93,58.93,65.93,65.93,1016.0,70.0,1016.0,1015.0,15.68,163.0,81.0,JP,1588883479.0,1588932657.0,,,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588885532.0,28800.0,2016216.0,Sosnovo-Ozerskoye,200,111.54,52.52,36.46,28.96,36.46,36.46,1011.0,79.0,1011.0,899.0,6.62,201.0,100.0,RU,1588884555.0,1588939885.0,,,,,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885533.0,10800.0,471160.0,Voznesen'ye,200,35.48,61.01,42.17,35.85,42.17,42.17,1007.0,89.0,1007.0,1002.0,7.0,323.0,100.0,RU,1588900204.0,1588960743.0,,,,,,0.29,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588884986.0,7200.0,3355672.0,Lüderitz,200,15.16,-26.65,57.2,51.06,57.2,57.2,1017.0,87.0,,,12.75,190.0,45.0,NA,1588829226.0,1588868679.0,,,1.0,2260.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885533.0,3600.0,236901.0,Ouadda,200,22.4,8.08,71.04,73.31,71.04,71.04,1011.0,90.0,1011.0,932.0,7.76,184.0,100.0,CF,1588824810.0,1588869620.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588885533.0,0.0,3416888.0,Grindavik,200,-22.43,63.84,42.8,36.23,42.8,42.8,1017.0,93.0,,,8.05,330.0,75.0,IS,1588826550.0,1588889398.0,,10000.0,1.0,90.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588885534.0,10800.0,64814.0,Bandarbeyla,200,50.81,9.49,83.23,87.76,83.23,83.23,1011.0,72.0,1011.0,999.0,8.55,153.0,0.0,SO,1588904272.0,1588949317.0,,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588885534.0,19800.0,1264976.0,Leh,200,77.58,34.17,35.87,29.14,35.87,35.87,1029.0,67.0,1029.0,676.0,4.21,13.0,48.0,IN,1588895608.0,1588945131.0,,,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885534.0,7200.0,2729907.0,Longyearbyen,200,15.64,78.22,30.2,23.4,30.2,30.2,999.0,68.0,,,3.36,,75.0,SJ,0.0,0.0,,10000.0,1.0,1663.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,city not found,,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885535.0,-25200.0,5503914.0,Fallon,200,-118.78,39.47,71.01,60.84,71.01,71.01,1021.0,10.0,,,8.01,86.0,33.0,US,1588855711.0,1588906484.0,,,3.0,2002110.0,15.01,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885535.0,28800.0,2071860.0,Esperance,200,121.9,-33.87,53.6,44.44,53.6,53.6,1015.0,93.0,,,17.22,230.0,90.0,AU,1588890741.0,1588928726.0,,3900.0,1.0,9525.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1588885253.0,7200.0,3126369.0,Carballo,200,-8.69,43.21,56.95,55.56,55.99,57.99,1011.0,92.0,,,5.01,22.0,63.0,ES,1588828785.0,1588880568.0,,,3.0,2000177.0,5.99,0.26,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588885535.0,3600.0,2264923.0,Peniche,200,-9.38,39.36,62.02,60.33,60.01,63.0,1013.0,84.0,,,7.0,25.0,88.0,PT,1588829489.0,1588880196.0,,,3.0,2002825.0,11.99,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588885536.0,28800.0,1688781.0,City of San Pedro,200,121.02,14.35,84.92,93.04,84.0,86.0,1010.0,77.0,,,5.99,99.0,80.0,PH,1588887044.0,1588932846.0,,,3.0,2005706.0,10.0,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885258.0,-28800.0,5557293.0,Sitka,200,-135.33,57.05,55.4,46.22,55.4,55.4,1031.0,43.0,,,10.29,80.0,40.0,US,1588856256.0,1588913883.0,,16093.0,1.0,7795.0,19.46,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588885536.0,-18000.0,3985168.0,San Patricio,200,-104.7,19.22,82.4,88.56,82.4,82.4,1012.0,78.0,,,7.27,216.0,40.0,MX,1588854426.0,1588901011.0,,12874.0,1.0,7166.0,,,
